[LOG] TransitionLogger initialized with ID: 61593d5a-eb80-43d3-9d2e-5859f75737aa
[ERROR] Max IK attempts reached, place action failed.
[EXEC] Action ActionType.PLACE executed in 19.78 seconds
[ERROR] Action ActionType.PLACE failed for object /column1
Action duration: 0.001
reward 0.001
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Action failed, stopping. Time elapsed: 0.001
Step 4
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', 'held'), ('/column2', '/region_0')})
State has been visited before, stopping to avoid loops
policy state State(column0: region_1, column1: held, column2: region_0)
policy value 31.849889823603505
State(column0: region_1, column1: held, column2: region_0)
place_goal_0_right_0
Action: Action(ActionType.PLACE, obj=/column1, slot=/goal_0,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.27499999999999986, 0.8250000000000005, 0.5] with grasp right_0

[INFO] Found 3264 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 7.84 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column1 to target position
[EXEC] Action ActionType.PLACE executed in 28.85 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column1
Action duration: 7.8399999999998
reward 7.8399999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Goal achieved: False
Goal region occupancy: ['/column1', 'None', 'None']
Number of actions: 3
Total task time: 12.0009999999998 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_1, column1: region_2, column2: region_0)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', '/region_2'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: region_2, column2: region_0)
policy value 36.83386057096233
State(column0: region_1, column1: region_2, column2: region_0)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 3712 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.08 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.019788092957319797
[INFO] Pick action completed successfully.in execution time: 4.08 seconds
[EXEC] Action ActionType.PICK executed in 19.33 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column1
Action duration: 4.08
reward 4.08
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 2
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', 'held'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: held, column2: region_0)
policy value 31.849889823603505
State(column0: region_1, column1: held, column2: region_0)
place_goal_0_right_0
Action: Action(ActionType.PLACE, obj=/column1, slot=/goal_0,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.27499999999999986, 0.8250000000000005, 0.5] with grasp right_0

[INFO] Found 2624 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 7.96 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column1 to target position
[EXEC] Action ActionType.PLACE executed in 29.82 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column1
Action duration: 7.9599999999998
reward 7.9599999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 4
State fingerprint: frozenset({('/column0', '/region_1'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: region_1, column1: goal_0, column2: region_0)
policy value 26.493082002007416
State(column0: region_1, column1: goal_0, column2: region_0)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 2176 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 6.48 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.01981158018265376
[INFO] Pick action completed successfully.in execution time: 6.48 seconds
[EXEC] Action ActionType.PICK executed in 21.59 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 6.4799999999999
reward 6.4799999999999
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 6
State fingerprint: frozenset({('/column0', 'held'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: held, column1: goal_0, column2: region_0)
policy value 14.853901352980765
State(column0: held, column1: goal_0, column2: region_0)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 2752 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 6.80 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 32.97 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 6.7999999999999
reward 6.7999999999999
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 8
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: goal_2, column1: goal_0, column2: region_0)
policy value 9.460458854378144
State(column0: goal_2, column1: goal_0, column2: region_0)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 3648 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.36 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.043987015140973966
[INFO] Pick action completed successfully.in execution time: 2.36 seconds
[EXEC] Action ActionType.PICK executed in 26.01 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column2
Action duration: 2.3600000000003
reward 2.3600000000003
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 10
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column1', '/goal_0'), ('/column2', 'held')})
policy state State(column0: goal_2, column1: goal_0, column2: held)
policy value 6.289474931579946
State(column0: goal_2, column1: goal_0, column2: held)
place_goal_1_top_0
Action: Action(ActionType.PLACE, obj=/column2, slot=/goal_1,grasp=GraspType.TOP_0)
[EXEC] Placing at [-0.2749999999999999, 1.0750000000000006, 0.5] with grasp top_0

[INFO] Found 1536 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 9.64 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column2 to target position
[EXEC] Action ActionType.PLACE executed in 29.51 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column2
Action duration: 9.6400000000015
reward 9.6400000000015
[LOG] Transition contains 'unknown' state, not logging to MongoDB.
Step 12
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column2', 'unknown'), ('/column1', '/goal_0')})
policy state State(column0: goal_2, column1: goal_0, column2: unknown)
policy value None
No valid actions in policy for given state, stopping
Goal achieved: False
Goal region occupancy: ['/column1', 'None', '/column0']
Number of actions: 6
Total task time: 37.3200000000014 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_1, column1: region_2, column2: region_0)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', '/region_2'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: region_2, column2: region_0)
policy value 36.83386057096233
State(column0: region_1, column1: region_2, column2: region_0)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 1344 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.08 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.020257750945440686
[INFO] Pick action completed successfully.in execution time: 4.08 seconds
[EXEC] Action ActionType.PICK executed in 20.72 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column1
Action duration: 4.08
reward 4.08
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 2
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', 'held'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: held, column2: region_0)
policy value 31.849889823603505
State(column0: region_1, column1: held, column2: region_0)
place_goal_0_right_0
Action: Action(ActionType.PLACE, obj=/column1, slot=/goal_0,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.27499999999999986, 0.8250000000000005, 0.5] with grasp right_0

[INFO] Found 2688 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 7.08 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column1 to target position
[EXEC] Action ActionType.PLACE executed in 25.10 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column1
Action duration: 7.0799999999998
reward 7.0799999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 4
State fingerprint: frozenset({('/column0', '/region_1'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: region_1, column1: goal_0, column2: region_0)
policy value 26.493082002007416
State(column0: region_1, column1: goal_0, column2: region_0)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 1792 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 9.00 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.019233220442688815
[INFO] Pick action completed successfully.in execution time: 9.00 seconds
[EXEC] Action ActionType.PICK executed in 29.56 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 8.9999999999998
reward 8.9999999999998
[LOG] Transition contains 'unknown' state, not logging to MongoDB.
Step 6
State fingerprint: frozenset({('/column0', 'held'), ('/column2', 'unknown'), ('/column1', '/goal_0')})
policy state State(column0: held, column1: goal_0, column2: unknown)
policy value None
No valid actions in policy for given state, stopping
Goal achieved: False
Goal region occupancy: ['/column1', 'None', 'None']
Number of actions: 3
Total task time: 20.1599999999996 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_1, column1: region_2, column2: region_0)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', '/region_2'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: region_2, column2: region_0)
policy value 36.83386057096233
State(column0: region_1, column1: region_2, column2: region_0)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2688 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.08 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.02020321501608929
[INFO] Pick action completed successfully.in execution time: 4.08 seconds
[EXEC] Action ActionType.PICK executed in 19.09 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column1
Action duration: 4.08
reward 4.08
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 2
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', 'held'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: held, column2: region_0)
policy value 31.849889823603505
State(column0: region_1, column1: held, column2: region_0)
place_goal_0_right_0
Action: Action(ActionType.PLACE, obj=/column1, slot=/goal_0,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.27499999999999986, 0.8250000000000005, 0.5] with grasp right_0

[INFO] Found 2688 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.72 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column1 to target position
[EXEC] Action ActionType.PLACE executed in 17.89 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column1
Action duration: 4.7199999999999
reward 4.7199999999999
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 4
State fingerprint: frozenset({('/column0', '/region_1'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: region_1, column1: goal_0, column2: region_0)
policy value 26.493082002007416
State(column0: region_1, column1: goal_0, column2: region_0)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 1920 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 8.08 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.02589759654686862
[INFO] Pick action completed successfully.in execution time: 8.08 seconds
[EXEC] Action ActionType.PICK executed in 22.50 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 8.0799999999998
reward 8.0799999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 6
State fingerprint: frozenset({('/column0', 'held'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: held, column1: goal_0, column2: region_0)
policy value 14.853901352980765
State(column0: held, column1: goal_0, column2: region_0)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 1984 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 8.40 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 25.65 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 8.3999999999998
reward 8.3999999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 8
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: goal_2, column1: goal_0, column2: region_0)
policy value 9.460458854378144
State(column0: goal_2, column1: goal_0, column2: region_0)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 3072 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.36 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.030064747783894535
[INFO] Pick action completed successfully.in execution time: 2.36 seconds
[EXEC] Action ActionType.PICK executed in 22.53 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column2
Action duration: 2.3599999999999
reward 2.3599999999999
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
Step 10
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column1', '/goal_0'), ('/column2', 'held')})
policy state State(column0: goal_2, column1: goal_0, column2: held)
policy value 6.289474931579946
State(column0: goal_2, column1: goal_0, column2: held)
place_goal_1_top_0
Action: Action(ActionType.PLACE, obj=/column2, slot=/goal_1,grasp=GraspType.TOP_0)
[EXEC] Placing at [-0.2749999999999999, 1.0750000000000006, 0.5] with grasp top_0

[INFO] Found 1088 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 7.00 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column2 to target position
[EXEC] Action ActionType.PLACE executed in 35.90 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column2
Action duration: 7.0000000000011
reward 7.0000000000011
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 8
[LOG] Saving episode 8 to episode_00008_61593d5a-eb80-43d3-9d2e-5859f75737aa.yaml
[LOG] Episode saved: rl/dataset/episode_00008_61593d5a-eb80-43d3-9d2e-5859f75737aa.yaml
[LOG] Episode reset
Step 12
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column1', '/goal_0'), ('/column2', '/goal_1')})
policy state State(column0: goal_2, column1: goal_0, column2: goal_1)
policy value 0.0
No valid actions in policy for given state, stopping
Goal achieved: True
Goal region occupancy: ['/column1', '/column2', '/column0']
Number of actions: 6
Total task time: 34.6400000000005 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_1, column1: region_2, column2: region_0)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', '/region_2'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: region_2, column2: region_0)
policy value 36.83386057096233
State(column0: region_1, column1: region_2, column2: region_0)
pick_column1_front_270
Action: Action(ActionType.PICK, obj=/column1, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column1 with front_270

[INFO] Found 2112 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 4.16 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.021099247654563863
[INFO] Pick action completed successfully.in execution time: 4.16 seconds
[EXEC] Action ActionType.PICK executed in 16.92 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column1
Action duration: 4.16
reward 4.16
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 9
Step 2
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', 'held'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: held, column2: region_0)
policy value 31.849889823603505
State(column0: region_1, column1: held, column2: region_0)
place_goal_0_right_0
Action: Action(ActionType.PLACE, obj=/column1, slot=/goal_0,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.27499999999999986, 0.8250000000000005, 0.5] with grasp right_0

[INFO] Found 2624 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 7.04 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column1 to target position
[EXEC] Action ActionType.PLACE executed in 31.16 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column1
Action duration: 7.0399999999998
reward 7.0399999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 9
Step 4
State fingerprint: frozenset({('/column0', '/region_1'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: region_1, column1: goal_0, column2: region_0)
policy value 26.493082002007416
State(column0: region_1, column1: goal_0, column2: region_0)
pick_column0_front_270
Action: Action(ActionType.PICK, obj=/column0, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column0 with front_270

[INFO] Found 2560 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 12.80 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 0.019483375738614382
[INFO] Pick action completed successfully.in execution time: 12.80 seconds
[EXEC] Action ActionType.PICK executed in 28.23 seconds
[SUCCESS] Action ActionType.PICK succeeded for object /column0
Action duration: 12.8
reward 12.8
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 9
Step 6
State fingerprint: frozenset({('/column0', 'held'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: held, column1: goal_0, column2: region_0)
policy value 14.853901352980765
State(column0: held, column1: goal_0, column2: region_0)
place_goal_2_right_0
Action: Action(ActionType.PLACE, obj=/column0, slot=/goal_2,grasp=GraspType.RIGHT_0)
[EXEC] Placing at [-0.6000000000000001, 0.8250000000000003, 0.5] with grasp right_0

[INFO] Found 1984 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 8.80 seconds
[INFO] Found a reachable configuration for place action after 1 attempts.
[INFO] Place action completed successfully.
realigning placed object /column0 to target position
[EXEC] Action ActionType.PLACE executed in 34.74 seconds
[SUCCESS] Action ActionType.PLACE succeeded for object /column0
Action duration: 8.7999999999998
reward 8.7999999999998
[LOG] Transition logged to MongoDB: 61593d5a-eb80-43d3-9d2e-5859f75737aa - Episode 9
Step 8
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column2', '/region_0'), ('/column1', '/goal_0')})
policy state State(column0: goal_2, column1: goal_0, column2: region_0)
policy value 9.460458854378144
State(column0: goal_2, column1: goal_0, column2: region_0)
pick_column2_front_270
Action: Action(ActionType.PICK, obj=/column2, slot=None,grasp=GraspType.FRONT_270)
[EXEC] Picking /column2 with front_270

[INFO] Found 3200 potential configurations.
[INFO] Motion completed successfully with result: success,in execution time: 2.36 seconds
[INFO] Found a reachable configuration for pick action after 1 attempts.
Tip distance after pick: 2.0910760467956373
[ERROR] Grasped object lost during pick action.
[EXEC] Action ActionType.PICK executed in 16.53 seconds
[ERROR] Action ActionType.PICK failed for object /column2
Action duration: 2.3600000000004
reward 2.3600000000004
[LOG] Transition contains 'unknown' state, not logging to MongoDB.
Action failed, stopping. Time elapsed: 2.3600000000004
Step 10
State fingerprint: frozenset({('/column0', '/goal_2'), ('/column2', 'unknown'), ('/column1', '/goal_0')})
policy state State(column0: goal_2, column1: goal_0, column2: unknown)
policy value None
No valid actions in policy for given state, stopping
Goal achieved: False
Goal region occupancy: ['/column1', 'None', '/column0']
Number of actions: 5
Total task time: 35.16 sec
connected to simulation
simulation is explicitly stepped
Joint handles retrieved
State(column0: region_1, column1: region_2, column2: region_0)
Reading in option: pick_column0_top_0
Reading in option: pick_column0_left_0
Reading in option: pick_column0_right_0
Reading in option: pick_column0_front_270
Reading in option: pick_column1_top_0
Reading in option: pick_column1_left_0
Reading in option: pick_column1_right_0
Reading in option: pick_column1_front_270
Reading in option: pick_column2_top_0
Reading in option: pick_column2_left_0
Reading in option: pick_column2_right_0
Reading in option: pick_column2_front_270
Reading in option: place_goal_0_top_0
Reading in option: place_goal_0_left_0
Reading in option: place_goal_0_right_0
Reading in option: place_goal_0_front_270
Reading in option: place_goal_1_top_0
Reading in option: place_goal_1_left_0
Reading in option: place_goal_1_right_0
Reading in option: place_goal_1_front_270
Reading in option: place_goal_2_top_0
Reading in option: place_goal_2_left_0
Reading in option: place_goal_2_right_0
Reading in option: place_goal_2_front_270
Reading in option: place_region_0_top_0
Reading in option: place_region_0_left_0
Reading in option: place_region_0_right_0
Reading in option: place_region_0_front_270
Reading in option: place_region_1_top_0
Reading in option: place_region_1_left_0
Reading in option: place_region_1_right_0
Reading in option: place_region_1_front_270
Reading in option: place_region_2_top_0
Reading in option: place_region_2_left_0
Reading in option: place_region_2_right_0
Reading in option: place_region_2_front_270
Creating MDP...
Synthesising Policy...
Step 0
State fingerprint: frozenset({('/column0', '/region_1'), ('/column1', '/region_2'), ('/column2', '/region_0')})
policy state State(column0: region_1, column1: region_2, column2: region_0)
policy value 36.83386057096233
State(column0: region_1, column1: region_2, column2: region_0)
pick_column1_front_270
